Data_REF;Nome Empresa;Ticker;SETOR_ATIV;1;2;3;4;5;6;7;8;9;10;11;12
2022-12-30;VULCABRAS S.A.;VULC;Têxtil e Vestuário;1538305,6512178273;107556,12095748159;107556,12095748159;168668,21568620412;1538305,6512178273;1908685,4247516533;1538305,6512178273;-1908685,4247516533;1538305,6512178273;-22055,851795265306;1538305,6512178273;78729,33681351277
2023-03-30;VULCABRAS S.A.;VULC;Têxtil e Vestuário;1555086,6540808256;117697,17343547694;117697,17343547694;185328,63017631273;1555086,6540808256;1997781,291330202;1555086,6540808256;-1997781,291330202;1555086,6540808256;-25544,700163113986;1555086,6540808256;88257,13474742825
2023-06-30;VULCABRAS S.A.;VULC;Têxtil e Vestuário;1560946,887570246;128536,67550906142;128536,67550906142;201993,2538180749;1560946,887570246;2085264,5269915937;1560946,887570246;-2085264,5269915937;1560946,887570246;-29355,15211754154;1560946,887570246;98478,89005200699
2023-09-30;VULCABRAS S.A.;VULC;Têxtil e Vestuário;1555066,5205363322;140099,86695881534;140099,86695881534;218582,17723796025;1555066,5205363322;2170789,5789611815;1555066,5205363322;-2170789,5789611815;1555066,5205363322;-33497,17871674812;1555066,5205363322;109417,46983014395
2022-12-30;VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVR;Construção Civil, Mat. Constr. e Decoração;-26270,779051544145;5902,021984550656;5902,021984550656;0,0;-26270,779051544145;36627,58102049492;-26270,779051544145;-36627,58102049492;-26270,779051544145;-172076,89084098884;-26270,779051544145;26603,524658322218
2023-03-30;VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVR;Construção Civil, Mat. Constr. e Decoração;-48431,276474210434;7023,011778010816;7023,011778010816;0,0;-48431,276474210434;-332,4628064148128;-48431,276474210434;332,4628064148128;-48431,276474210434;-148714,0250951841;-48431,276474210434;33601,415992726455
2023-06-30;VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVR;Construção Civil, Mat. Constr. e Decoração;-76335,72170614358;8254,566630599451;8254,566630599451;0,0;-76335,72170614358;-39008,21366033144;-76335,72170614358;39008,21366033144;-76335,72170614358;-130524,65623511444;-76335,72170614358;41104,9406636128
2023-09-30;VIVER INCORPORADORA E CONSTRUTORA S.A.;VIVR;Construção Civil, Mat. Constr. e Decoração;-110505,38242167234;9601,03111475714;9601,03111475714;0,0;-110505,38242167234;-79682,79848651448;-110505,38242167234;79682,79848651448;-110505,38242167234;-117988,86172348424;-110505,38242167234;49089,27700420015
2022-12-30;VIVARA PARTICIPAÇÕES S.A.;VIVA;Comércio (Atacado e Varejo);1781381166,5151026;60376252,575762175;60376252,575762175;403306354,4242484;1781381166,5151026;1772281143,8030133;1781381166,5151026;-1772281143,8030133;1781381166,5151026;9100022,712123848;1781381166,5151026;31416673,166662984
2023-03-30;VIVARA PARTICIPAÇÕES S.A.;VIVA;Comércio (Atacado e Varejo);2005969217,45447;38123390,75758269;38123390,75758269;438278120,33334225;2005969217,45447;1980532928,727241;2005969217,45447;-1980532928,727241;2005969217,45447;25436288,72727657;2005969217,45447;65639527,45453941
2023-06-30;VIVARA PARTICIPAÇÕES S.A.;VIVA;Comércio (Atacado e Varejo);2298753787,034856;3978422,575767435;3978422,575767435;460119959,92775196;2298753787,034856;2253975568,8321157;2298753787,034856;-2253975568,8321157;2298753787,034856;44778218,202802576;2298753787,034856;118376434,70628488
2023-09-30;VIVARA PARTICIPAÇÕES S.A.;VIVA;Comércio (Atacado e Varejo);2671211177,2632523;-43795345,03028948;-43795345,03028948;465761298,75060064;2671211177,2632523;2603989184,6456094;2671211177,2632523;-2603989184,6456094;2671211177,2632523;67221992,61772284;2671211177,2632523;192703752,33098972
2022-12-30;VIBRA ENERGIA S/A;VBBR;Comércio (Atacado e Varejo);13700563,725490103;64071454,24836509;64071454,24836509;7530013,071895454;13700563,725490103;40981815,35947797;13700563,725490103;-40981815,35947797;13700563,725490103;-9406390,522875687;13700563,725490103;21869413,39869275
2023-03-30;VIBRA ENERGIA S/A;VBBR;Comércio (Atacado e Varejo);14239082,81733734;76721448,05641428;76721448,05641428;7544889,490884107;14239082,81733734;43155270,46783736;14239082,81733734;-43155270,46783736;14239082,81733734;-10244425,868592853;14239082,81733734;23348101,221190147
2023-06-30;VIBRA ENERGIA S/A;VBBR;Comércio (Atacado e Varejo);14803781,733745977;91593751,97798249;91593751,97798249;7488919,16064675;14803781,733745977;45343827,485381514;14803781,733745977;-45343827,485381514;14803781,733745977;-11227202,442380177;14803781,733745977;24937205,194358326
2023-09-30;VIBRA ENERGIA S/A;VBBR;Comércio (Atacado e Varejo);15395393,704850173;108861686,27450767;108861686,27450767;7355204,850361234;15395393,704850173;47525644,47884588;15395393,704850173;-47525644,47884588;15395393,704850173;-12367875,128998578;15395393,704850173;26639440,144478686
2016-12-30;VIA VAREJO S.A.;VIIA;Comércio (Atacado e Varejo);4876113,651219183;6210094,084882846;6210094,084882846;1292192,7948396201;4876113,651219183;22810983,39344188;4876113,651219183;-22810983,39344188;4876113,651219183;-13199488,396918997;4876113,651219183;14063619,155413264
2017-03-30;VIA VAREJO S.A.;VIIA;Comércio (Atacado e Varejo);5160095,862046794;6876234,379503103;6876234,379503103;1427372,7507856362;5160095,862046794;26929027,267125957;5160095,862046794;-26929027,267125957;5160095,862046794;-15721602,71188508;5160095,862046794;16401089,089383895
2017-06-30;VIA VAREJO S.A.;VIIA;Comércio (Atacado e Varejo);5483128,113590476;7635447,985821107;7635447,985821107;1568632,301301246;5483128,113590476;31690108,926875792;5483128,113590476;-31690108,926875792;5483128,113590476;-18626803,41639802;5483128,113590476;19079507,52413579
2017-09-30;VIA VAREJO S.A.;VIIA;Comércio (Atacado e Varejo);5847435,898567812;8492446,887670761;8492446,887670761;1715888,1995899794;5847435,898567812;37129239,85007828;5847435,898567812;-37129239,85007828;5847435,898567812;-21935446,19348581;5847435,898567812;22116875,206202842
2022-12-30;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;VAMO;Emp. Adm. Part. - Serviços Transporte e Logística;3967219,969696959;626579,5959595942;626579,5959595942;369854,8787878794;3967219,969696959;18434716,020201925;3967219,969696959;-18434716,020201925;3967219,969696959;-3311762,8888888843;3967219,969696959;5093357,848484838
2023-03-30;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;VAMO;Emp. Adm. Part. - Serviços Transporte e Logística;4264988,864801848;765199,376845374;765199,376845374;471429,45920746;4264988,864801848;23015261,801087663;4264988,864801848;-23015261,801087663;4264988,864801848;-4524871,576534569;4264988,864801848;6250607,456876444
2023-06-30;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;VAMO;Emp. Adm. Part. - Serviços Transporte e Logística;4463147,066600045;931128,515040511;931128,515040511;588986,9686979696;4463147,066600045;28424795,2919301;4463147,066600045;-28424795,2919301;4463147,066600045;-6018535,7300477205;4463147,066600045;7581807,5387945175
2023-09-30;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;VAMO;Emp. Adm. Part. - Serviços Transporte e Logística;4539762,67066264;1126953,9887889836;1126953,9887889836;723599,1182151192;4539762,67066264;34734622,181928925;4539762,67066264;-34734622,181928925;4539762,67066264;-7820026,254634241;4539762,67066264;9099002,159507131
2022-12-30;VALID SOLUÇÕES S.A.;VLID;Gráficas e Editoras;1149001,6681096735;246012,09769971762;246012,09769971762;-67584,34012390788;1149001,6681096735;2526037,0247008493;1149001,6681096735;-2526037,0247008493;1149001,6681096735;-566159,939648575;1149001,6681096735;770844,7910194433
2023-03-30;VALID SOLUÇÕES S.A.;VLID;Gráficas e Editoras;1120094,798489101;257972,3820168893;257972,3820168893;-101103,70533632043;1120094,798489101;2622134,2649021093;1120094,798489101;-2622134,2649021093;1120094,798489101;-609735,1814878145;1120094,798489101;801192,5283748297
2023-06-30;VALID SOLUÇÕES S.A.;VLID;Gráficas e Editoras;1085092,7681744825;271028,5208167054;271028,5208167054;-137050,63164832967;1085092,7681744825;2722573,327037162;1085092,7681744825;-2722573,327037162;1085092,7681744825;-656276,6640267217;1085092,7681744825;832590,6487617946
2023-09-30;VALID SOLUÇÕES S.A.;VLID;Gráficas e Editoras;1043720,6316892194;285228,68014672206;285228,68014672206;-175492,258443641;1043720,6316892194;2827507,019640236;1043720,6316892194;-2827507,019640236;1043720,6316892194;-705880,6892714098;1043720,6316892194;865054,3674196954
2022-12-30;VALE S.A.;VALE;Extração Mineral;206539118,1886851;55852031,93030441;55852031,93030441;58740092,12418406;206539118,1886851;466943565,679122;206539118,1886851;-466943565,679122;206539118,1886851;-79571608,45963903;206539118,1886851;88031791,73303479
2023-03-30;VALE S.A.;VALE;Extração Mineral;212128015,9306286;59590280,84774212;59590280,84774212;68363498,85240047;212128015,9306286;479882196,31485766;212128015,9306286;-479882196,31485766;212128015,9306286;-85074462,4268655;212128015,9306286;96965274,62616575
2023-06-30;VALE S.A.;VALE;Extração Mineral;218063624,15977916;63489122,471522756;63489122,471522756;79129670,97622445;218063624,15977916;493425768,3425296;218063624,15977916;-493425768,3425296;218063624,15977916;-90919017,1073885;218063624,15977916;106811486,23045045
2023-09-30;VALE S.A.;VALE;Extração Mineral;224356927,4507162;67549678,07217422;67549678,07217422;91087320,4241775;224356927,4507162;507598182,32025164;224356927,4507162;-507598182,32025164;224356927,4507162;-97116318,2509222;224356927,4507162;117611989,60633618
2022-12-30;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;USIM;Metalurgia e Siderurgia;27121009,883032;9522889,0374326;9522889,0374326;10288656,71904095;27121009,883032;42327740,11390956;27121009,883032;-42327740,11390956;27121009,883032;-6517903,772430451;27121009,883032;19085050,373228684
2023-03-30;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;USIM;Metalurgia e Siderurgia;29496061,911036476;10525806,891347593;10525806,891347593;12269709,173683109;29496061,911036476;45714320,26077904;29496061,911036476;-45714320,26077904;29496061,911036476;-7373082,926801919;29496061,911036476;20995020,729115564
2023-06-30;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;USIM;Metalurgia e Siderurgia;32107323,482782163;11613385,600767441;11613385,600767441;14464753,684833465;32107323,482782163;49454919,67957241;32107323,482782163;-49454919,67957241;32107323,482782163;-8331879,934984115;32107323,482782163;23050188,940588452
2023-09-30;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;USIM;Metalurgia e Siderurgia;34964541,83570254;12788846,320300352;12788846,320300352;16883013,594430678;34964541,83570254;53564631,6067151;34964541,83570254;-53564631,6067151;34964541,83570254;-9399197,497767825;34964541,83570254;25255249,64136776
2022-12-30;UNIPAR CARBOCLORO S.A.;UNIP;Petroquímicos e Borracha;3292655,5419740733;658304,2548172486;658304,2548172486;942771,3347766713;3292655,5419740733;5766104,661744548;3292655,5419740733;-5766104,661744548;3292655,5419740733;-678290,7046090823;3292655,5419740733;680284,0541552209
2023-03-30;UNIPAR CARBOCLORO S.A.;UNIP;Petroquímicos e Borracha;3579731,672628792;724577,1037563691;724577,1037563691;977897,4882464722;3579731,672628792;6238752,226958543;3579731,672628792;-6238752,226958543;3579731,672628792;-685194,9038327546;3579731,672628792;638638,06028742
2023-06-30;UNIPAR CARBOCLORO S.A.;UNIP;Petroquímicos e Borracha;3889487,2840264896;797471,152938115;797471,152938115;1015135,0040707114;3889487,2840264896;6750073,736394294;3889487,2840264896;-6750073,736394294;3889487,2840264896;-690959,7565038921;3889487,2840264896;588501,094773494
2023-09-30;UNIPAR CARBOCLORO S.A.;UNIP;Petroquímicos e Borracha;4222854,731749992;877314,5704215583;877314,5704215583;1054628,379868424;4222854,731749992;7301741,759550586;4222854,731749992;-7301741,759550586;4222854,731749992;-695535,9452180355;4222854,731749992;529396,4126262524
2022-12-30;UNICASA INDÚSTRIA DE MÓVEIS S.A.;UCAS;Construção Civil, Mat. Constr. e Decoração;214858,10826005798;74316,5314027354;74316,5314027354;27813,92521993476;214858,10826005798;328044,81757088064;214858,10826005798;-328044,81757088064;214858,10826005798;-95443,6476050688;214858,10826005798;138068,1771750052
2023-03-30;UNICASA INDÚSTRIA DE MÓVEIS S.A.;UCAS;Construção Civil, Mat. Constr. e Decoração;231904,07535511412;82532,45526421531;82532,45526421531;33613,074413481896;231904,07535511412;349729,0857915154;231904,07535511412;-349729,0857915154;231904,07535511412;-99715,5208153479;231904,07535511412;140213,1565609026
2023-06-30;UNICASA INDÚSTRIA DE MÓVEIS S.A.;UCAS;Construção Civil, Mat. Constr. e Decoração;251613,9675592177;91652,6731293671;91652,6731293671;40113,3774458371;251613,9675592177;373778,05672476033;251613,9675592177;-373778,05672476033;251613,9675592177;-103732,1474017573;251613,9675592177;142056,73021045956
2023-09-30;UNICASA INDÚSTRIA DE MÓVEIS S.A.;UCAS;Construção Civil, Mat. Constr. e Decoração;274138,4533023995;101714,3639389264;101714,3639389264;47347,66537904403;274138,4533023995;400289,21000328026;274138,4533023995;-400289,21000328026;274138,4533023995;-107444,30961277802;274138,4533023995;143555,230453138
2022-12-30;ULTRAPAR PARTICIPACOES S.A.;UGPA;Emp. Adm. Part. - Petróleo e Gás;10620708,160090748;148255,88837944693;148255,88837944693;4788960,539937298;10620708,160090748;13175267,360578775;10620708,160090748;-13175267,360578775;10620708,160090748;-2503240,5336555853;10620708,160090748;2489137,8277735626
2023-03-30;ULTRAPAR PARTICIPACOES S.A.;UGPA;Emp. Adm. Part. - Petróleo e Gás;10744400,402185008;150839,607647985;150839,607647985;5000945,428656508;10744400,402185008;13291435,919570766;10744400,402185008;-13291435,919570766;10744400,402185008;-2908501,634358293;10744400,402185008;2786414,0980576114
2023-06-30;ULTRAPAR PARTICIPACOES S.A.;UGPA;Emp. Adm. Part. - Petróleo e Gás;10872436,944754433;155788,35636034538;155788,35636034538;5232646,994747727;10872436,944754433;13397148,564659627;10872436,944754433;-13397148,564659627;10872436,944754433;-3355114,6534557748;10872436,944754433;3108398,404522953
2023-09-30;ULTRAPAR PARTICIPACOES S.A.;UGPA;Emp. Adm. Part. - Petróleo e Gás;11005313,98116247;163278,13515283586;163278,13515283586;5485159,893435343;11005313,98116247;13491906,952360235;11005313,98116247;-13491906,952360235;11005313,98116247;-3844932,8344675344;11005313,98116247;3456033,0139872064
2022-12-30;TUPY S.A.;TUPY;Metalurgia e Siderurgia;3098839,5285627292;1420280,255665863;1420280,255665863;896756,2553264988;3098839,5285627292;7004957,393601293;3098839,5285627292;-7004957,393601293;3098839,5285627292;-1115316,2301164824;3098839,5285627292;2954592,8284529103
2023-03-30;TUPY S.A.;TUPY;Metalurgia e Siderurgia;3233685,3844461497;1545796,6415597799;1545796,6415597799;968071,8927569301;3233685,3844461497;7438237,018189484;3233685,3844461497;-7438237,018189484;3233685,3844461497;-1192736,0431847372;3233685,3844461497;3248024,9419431016
2023-06-30;TUPY S.A.;TUPY;Metalurgia e Siderurgia;3382598,3800903847;1682141,0074521108;1682141,0074521108;1047140,9921951073;3382598,3800903847;7920364,444202784;3382598,3800903847;-7920364,444202784;3382598,3800903847;-1279648,0518116266;3382598,3800903847;3572040,04029899
2023-09-30;TUPY S.A.;TUPY;Metalurgia e Siderurgia;3546396,9361229297;1829744,1311141327;1829744,1311141327;1134336,1138550167;3546396,9361229297;8453922,51988639;3546396,9361229297;-8453922,51988639;3546396,9361229297;-1376540,969222684;3546396,9361229297;3928043,676991864
2022-12-30;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG;Petroquímicos e Borracha;1051900,3885069168;248056,9073083757;248056,9073083757;751017,191919179;1051900,3885069168;1364559,0343773798;1051900,3885069168;-1364559,0343773798;1051900,3885069168;-184898,25413787342;1051900,3885069168;754590,0944740662
2023-03-30;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG;Petroquímicos e Borracha;1122100,693402337;257509,23563823028;257509,23563823028;842759,2367508732;1122100,693402337;1448595,8569432588;1122100,693402337;-1448595,8569432588;1122100,693402337;-207452,61894422641;1122100,693402337;749564,498571803
2023-06-30;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG;Petroquímicos e Borracha;1196986,657090641;266956,9794315152;266956,9794315152;941966,8815142511;1196986,657090641;1538286,1988168731;1196986,657090641;-1538286,1988168731;1196986,657090641;-232974,61666760233;1196986,657090641;740323,4725553734
2023-09-30;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG;Petroquímicos e Borracha;1276708,377291039;276378,98792829964;276378,98792829964;1048927,341575386;1276708,377291039;1633822,0901290276;1276708,377291039;-1633822,0901290276;1276708,377291039;-261615,02020408667;1276708,377291039;726622,6737764067
2022-12-30;TRISUL S.A.;TRIS;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;1509553,965028408;1161,188099481929;1161,188099481929;507327,7658942231;1509553,965028408;2300711,8990747673;1509553,965028408;-2300711,8990747673;1509553,965028408;-474415,53620229196;1509553,965028408;131605,22069427173
2023-03-30;TRISUL S.A.;TRIS;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;1599815,379683696;1495,9134245012651;1495,9134245012651;553564,0329160162;1599815,379683696;2434551,0812714444;1599815,379683696;-2434551,0812714444;1599815,379683696;-498176,9632664669;1599815,379683696;117343,97006623552
2023-06-30;TRISUL S.A.;TRIS;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;1694603,8716923608;1875,8095283972445;1875,8095283972445;602498,1742449092;1694603,8716923608;2572785,526654266;1694603,8716923608;-2572785,526654266;1694603,8716923608;-522915,870560337;1694603,8716923608;99343,90311534109
2023-09-30;TRISUL S.A.;TRIS;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;1794009,2841460807;2302,7889398409134;2302,7889398409134;654202,6404819936;1794009,2841460807;2715307,5574717377;1794009,2841460807;-2715307,5574717377;1794009,2841460807;-548632,4566601652;1794009,2841460807;77353,2767912125
2022-12-30;TREVISA INVESTIMENTOS S.A.;LUXM;Emp. Adm. Part. - Sem Setor Principal;97746,94066717415;475,3819709700257;475,3819709700257;45078,61675580103;97746,94066717415;111920,74433409693;97746,94066717415;-111920,74433409693;97746,94066717415;-704,1865715997938;97746,94066717415;2959,1052542229168
2023-03-30;TREVISA INVESTIMENTOS S.A.;LUXM;Emp. Adm. Part. - Sem Setor Principal;95533,28496410648;514,3885849178049;514,3885849178049;46180,49321744372;95533,28496410648;108749,28462687208;95533,28496410648;-108749,28462687208;95533,28496410648;78,91000855550556;95533,28496410648;3084,09850951026
2023-06-30;TREVISA INVESTIMENTOS S.A.;LUXM;Emp. Adm. Part. - Sem Setor Principal;93024,43008083652;558,9879084180462;558,9879084180462;47447,48347093719;93024,43008083652;105128,64188582326;93024,43008083652;-105128,64188582326;93024,43008083652;959,5419605991101;93024,43008083652;3203,4717858865984
